language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	meaning	noun_class	dialect	examples
Khwarshi	khva1239	6661	10276	ЛУ́КЪМ/А	l-'u-qχ’-m-a	IV (-а́, -а́ба, -аза́) кусочек, ломтик хлеба (пищи); йехъулъ дило зызел лукъма лотIукъбу сегодня у меня во рту не было ни ломтика хлеба	IV (-а́, -а́ба, -аза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	кусочек пищи	кусочек, ломтик хлеба (пищи);	IV		йехъулъ дило зызел лукъма лотIукъбу сегодня у меня во рту не было ни ломтика хлеба
Khwarshi	khva1239	6662	10277	ЛУКI	l-u-k’	IV (-и́, -бо, -за́) сильный звук (напр, от выстрела охотничьего ружья); лукI лийа производить сильный звук (напр., хлопанием дверей); ужен ӣн лукIбо голи родился сын и слышатся звуки выстрелов (на радостях)	IV (-и́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	звук	сильный звук (напр, от выстрела охотничьего ружья);	IV		лукI лийа производить сильный звук (напр., хлопанием дверей); ужен ӣн лукIбо голи родился сын и слышатся звуки выстрелов (на радостях)
Khwarshi	khva1239	6663	10278	ЛУКIА́	l-u-k’-'a	(лу́кIше, лукIи́, лукIу́н, лувōкI, лу́кIо) хранить огонь (в старину: закрывали горящие угли или головешку золой, чтобы в очаге сохранился огонь); цIон лукIун бахъа заранее закрыть огонь золой	(лу́кIше, лукIи́, лукIу́н, лувōкI, лу́кIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	хранить огонь	(лу́кIше, лукIи́, лукIу́н, лувōкI, лу́кIо) хранить огонь (в старину: закрывали горящие угли или головешку золой, чтобы в очаге сохранился огонь);			цIон лукIун бахъа заранее закрыть огонь золой
Khwarshi	khva1239	6664	10279	ЛУ́КIНУ	l-'u-k’-n-u	масд. от гл. лукIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	хранение огня	масд. от гл. лукIа́			
Khwarshi	khva1239	6665	10280	ЛУКIХА́	l-u-k’-χ-'a	(лукIу́хше, лукIхи́, лукIху́н, лукIōх, лу́кIхо) понуд. от гл. лукIа́	(лукIу́хше, лукIхи́, лукIху́н, лукIōх, лу́кIхо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить хранить огонь	(лукIу́хше, лукIхи́, лукIху́н, лукIōх, лу́кIхо) понуд. от гл. лукIа́			
Khwarshi	khva1239	6666	10281	ЛУКIХОХКIА́	l-u-k’-χ-o-χ-k’-'a	(лукIхоху́кIше, лукIхох­кIи́, лукIхохкIу́н, лукIхохкIōй, лу́кIхох­кIо) понуд. II от гл. лукIха́	(лукIхоху́кIше, лукIхох­кIи́, лукIхохкIу́н, лукIхохкIōй, лу́кIхох­кIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить заставить хранить огонь	(лукIхоху́кIше, лукIхох­кIи́, лукIхохкIу́н, лукIхохкIōй, лу́кIхох­кIо) понуд. II от гл. лукIха́	I		
Khwarshi	khva1239	6667	10282	ЛУКIУ́ХНУ	l-u-k’-'u-χ-n-u	понуд. масд. от гл. лукIха́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление хранить огонь	понуд. масд. от гл. лукIха́			
Khwarshi	khva1239	6668	10283	ЛУЛI-ло́хъУхну	l-u-tɬ-l-'o-qχ-u-χ-n-u	масд. от гл. лулI-лохъхъа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	упорядочивание	масд. от гл. лулI-лохъхъа́			
Khwarshi	khva1239	6669	10284	ЛУЛI-ЛОХЪХЪА́	l-u-tɬ-l-o-qχ-qχ-'a	(лулI-лохъу́хше, лулI-лохъхъи́, лулI-лохъхъу́н, лулI-лохъхъōх, лулI-ло́хъхъо) 1) упорядочить, прибрать вещи (в комнате); гьимон лулI-лохъхъа прибрать вещи 2) собрать (в одном месте); гъоло лулI-лохъхъа собрать скот	(лулI-лохъу́хше, лулI-лохъхъи́, лулI-лохъхъу́н, лулI-лохъхъōх, лулI-ло́хъхъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	упорядочить	упорядочить, прибрать вещи (в комнате);			гьимон лулI-лохъхъа прибрать вещи
Khwarshi	khva1239	6669	10285	ЛУЛI-ЛОХЪХЪА́	l-u-tɬ-l-o-qχ-qχ-'a	(лулI-лохъу́хше, лулI-лохъхъи́, лулI-лохъхъу́н, лулI-лохъхъōх, лулI-ло́хъхъо) 1) упорядочить, прибрать вещи (в комнате); гьимон лулI-лохъхъа прибрать вещи 2) собрать (в одном месте); гъоло лулI-лохъхъа собрать скот	(лулI-лохъу́хше, лулI-лохъхъи́, лулI-лохъхъу́н, лулI-лохъхъōх, лулI-ло́хъхъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	собрать	собрать (в одном месте);			гъоло лулI-лохъхъа собрать скот
Khwarshi	khva1239	6670	10286	ЛУЛI-ЛОХЪХЪОКIА́	l-u-tɬ-l-o-qχ-qχ-o-k’-'a	(лулI-лохъхъо́кI­ше, лулI-лохъхъокIи́, лулI-лохъхъокIу́н, лулI-лохъхъокIōй, лу́лI-лохъхъокIо) понуд. от гл. лулI-лохъхъа	(лулI-лохъхъо́кI­ше, лулI-лохъхъокIи́, лулI-лохъхъокIу́н, лулI-лохъхъокIōй, лу́лI-лохъхъокIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить собрать	понуд. от гл. лулI-лохъхъа			
Khwarshi	khva1239	6671	10287	ЛУЛI-ЛОХЪХЪО́КIНУ	l-u-tɬ-l-o-qχ-qχ-'o-k’-n-u	понуд. масд. от гл. лулI-лохъхъокIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление собрать	понуд. масд. от гл. лулI-лохъхъокIа́			
Khwarshi	khva1239	6672	10288	ЛУЛУ-ХУ́Х/У	l-u-l-u-χ-'u-χ-u	IV (-у́) мелкая ссора; жидо йехъулъ лулу-хуху лехъви у них сегодня произошла мелкая ссора	IV (-у́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	ссора	мелкая ссора;	IV		жидо йехъулъ лулу-хуху лехъви у них сегодня произошла мелкая ссора
Khwarshi	khva1239	6673	10289	ЛУ́ХЪ/У	l-'u-qχ-u	V (-у́, -у́бо, -уза́) полянка; гъонолъ гьос лухъу йиси в лесу наткнулись на (одну) полянку; къала лухъукьо къуду бечи дети сели на полянке	V (-у́, -у́бо, -уза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	полянка	полянка;	V		гъонолъ гьос лухъу йиси в лесу наткнулись на (одну) полянку; къала лухъукьо къуду бечи дети сели на полянке
Khwarshi	khva1239	6674	10290	ЛУ́ЦI/О	l-'u-tsʼ-o	IV (-о́) мороз, холод, стужа; зарпийал (кутакар) луцIо крепкий мороз; луцIо лохъолIи начались холода; луцIогьо маIᵸгъуIл бēхъбо не выходите в мороз	IV (-о́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	морощ	мороз, холод, стужа;	IV		зарпийал (кутакар) луцIо крепкий мороз; луцIо лохъолIи начались холода; луцIогьо маIᵸгъуIл бēхъбо не выходите в мороз
Khwarshi	khva1239	6675	10291	ЛУЦIО-лы́х/о	l-u-tsʼ-o-l-'ɨ-χ-o	IV (-о́) погода (букв. мороз-тепло); луцIо-лыхо рокъи погода установилась	IV (-о́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	погода	погода (букв. мороз-тепло);	IV		луцIо-лыхо рокъи погода установилась
Khwarshi	khva1239	6676	10292	ЛУ́ШШУ	l-'u-ʃ-ʃ-u	жирное (о мясе); лушшу лилI жирное мясо; лушшу лилI къала лацIате дети не едят (не любят) жирное мясо; хварш. луйша		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	жирный	жирное (о мясе);	I	хваршинский	лушшу лилI жирное мясо; лушшу лилI къала лацIате дети не едят (не любят) жирное мясо; хварш. луйша
Khwarshi	khva1239	6677	10293	ЛУᵸГЪА-ЛУКIА́ЛЕ	l-ũ-ʁ-a-l-u-k’-'a-l-e	(мн. -тIа) 1) кривой, косой 2) сучковатый; луᵸгъа-лукIа­ле кIантIа кривая (сучковатая) палка	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	кривой	кривой, косой			
Khwarshi	khva1239	6677	10294	ЛУᵸГЪА-ЛУКIА́ЛЕ	l-ũ-ʁ-a-l-u-k’-'a-l-e	(мн. -тIа) 1) кривой, косой 2) сучковатый; луᵸгъа-лукIа­ле кIантIа кривая (сучковатая) палка	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	сучковатый	сучковатый;			луᵸгъа-лукIа­ле кIантIа кривая (сучковатая) палка
